instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,casual_p,registerd_p,Cluster
14529,2012-09-02,Fall,2012,September,13,No Holiday,Sunday,Non-Working Day,Rain,0.72,0.697,0.74,0.0896,263,230,493,53.34685598377283,46.65314401622718,All-Day Rider
14530,2012-09-02,Fall,2012,September,14,No Holiday,Sunday,Non-Working Day,Rain,0.72,0.697,0.79,0.0896,249,208,457,54.48577680525164,45.51422319474836,All-Day Rider
14531,2012-09-02,Fall,2012,September,15,No Holiday,Sunday,Non-Working Day,Rain,0.74,0.7121,0.74,0.1343,179,176,355,50.42253521126761,49.57746478873239,All-Day Rider
14532,2012-09-02,Fall,2012,September,16,No Holiday,Sunday,Non-Working Day,Few Clouds,0.74,0.697,0.7,0.0,222,252,474,46.835443037974684,53.16455696202531,All-Day Rider
14533,2012-09-02,Fall,2012,September,17,No Holiday,Sunday,Non-Working Day,Few Clouds,0.76,0.7273,0.66,0.0896,219,284,503,43.538767395626245,56.461232604373755,Commuter
14534,2012-09-02,Fall,2012,September,18,No Holiday,Sunday,Non-Working Day,Few Clouds,0.74,0.7121,0.74,0.0,227,273,500,45.4,54.6,Commuter
14535,2012-09-02,Fall,2012,September,19,No Holiday,Sunday,Non-Working Day,Cloudy,0.7,0.6667,0.84,0.2239,140,152,292,47.94520547945205,52.054794520547944,Commuter
14536,2012-09-02,Fall,2012,September,20,No Holiday,Sunday,Non-Working Day,Cloudy,0.7,0.6667,0.84,0.1642,63,41,104,60.57692307692307,39.42307692307692,Evening Rider
14537,2012-09-02,Fall,2012,September,21,No Holiday,Sunday,Non-Working Day,Few Clouds,0.7,0.6515,0.7,0.1642,79,92,171,46.198830409356724,53.80116959064327,Evening Rider
14538,2012-09-02,Fall,2012,September,22,No Holiday,Sunday,Non-Working Day,Rain,0.68,0.6364,0.83,0.1343,66,100,166,39.75903614457831,60.24096385542169,Evening Rider
14539,2012-09-02,Fall,2012,September,23,No Holiday,Sunday,Non-Working Day,Rain,0.66,0.5909,0.89,0.0896,53,70,123,43.08943089430895,56.91056910569105,Night Owl
14540,2012-09-03,Fall,2012,September,0,Holiday,Monday,Non-Working Day,Cloudy,0.66,0.5909,0.94,0.0,42,62,104,40.38461538461539,59.61538461538461,Night Owl
14541,2012-09-03,Fall,2012,September,1,Holiday,Monday,Non-Working Day,Cloudy,0.68,0.6364,0.89,0.1642,18,37,55,32.72727272727273,67.27272727272727,Night Owl
14542,2012-09-03,Fall,2012,September,2,Holiday,Monday,Non-Working Day,Few Clouds,0.66,0.5909,0.89,0.1045,10,30,40,25.0,75.0,Night Owl
14543,2012-09-03,Fall,2012,September,3,Holiday,Monday,Non-Working Day,Few Clouds,0.66,0.5909,0.89,0.1343,6,22,28,21.428571428571427,78.57142857142857,Night Owl
14544,2012-09-03,Fall,2012,September,4,Holiday,Monday,Non-Working Day,Few Clouds,0.66,0.5909,0.89,0.0896,6,5,11,54.54545454545454,45.45454545454545,Night Owl
14545,2012-09-03,Fall,2012,September,5,Holiday,Monday,Non-Working Day,Few Clouds,0.66,0.5909,0.89,0.0,1,3,4,25.0,75.0,All-Day Rider
14546,2012-09-03,Fall,2012,September,6,Holiday,Monday,Non-Working Day,Few Clouds,0.66,0.5909,0.94,0.0,3,12,15,20.0,80.0,All-Day Rider
14547,2012-09-03,Fall,2012,September,7,Holiday,Monday,Non-Working Day,Few Clouds,0.68,0.6364,0.85,0.0,6,37,43,13.953488372093023,86.04651162790698,Commuter
14548,2012-09-03,Fall,2012,September,8,Holiday,Monday,Non-Working Day,Cloudy,0.7,0.6667,0.84,0.1045,36,91,127,28.346456692913385,71.65354330708661,Commuter
14549,2012-09-03,Fall,2012,September,9,Holiday,Monday,Non-Working Day,Cloudy,0.7,0.6667,0.84,0.1343,71,158,229,31.004366812227076,68.99563318777294,Commuter
14550,2012-09-03,Fall,2012,September,10,Holiday,Monday,Non-Working Day,Cloudy,0.74,0.7121,0.74,0.2239,135,224,359,37.60445682451253,62.39554317548747,All-Day Rider
14551,2012-09-03,Fall,2012,September,11,Holiday,Monday,Non-Working Day,Cloudy,0.74,0.697,0.7,0.2836,187,272,459,40.74074074074074,59.25925925925925,All-Day Rider
14552,2012-09-03,Fall,2012,September,12,Holiday,Monday,Non-Working Day,Cloudy,0.76,0.7121,0.62,0.2985,191,352,543,35.17495395948435,64.82504604051566,All-Day Rider
14553,2012-09-03,Fall,2012,September,13,Holiday,Monday,Non-Working Day,Cloudy,0.76,0.7273,0.66,0.2537,209,357,566,36.92579505300353,63.074204946996474,All-Day Rider
14554,2012-09-03,Fall,2012,September,14,Holiday,Monday,Non-Working Day,Few Clouds,0.74,0.697,0.7,0.2985,163,349,512,31.8359375,68.1640625,All-Day Rider
14555,2012-09-03,Fall,2012,September,15,Holiday,Monday,Non-Working Day,Few Clouds,0.74,0.697,0.7,0.2239,168,281,449,37.41648106904232,62.58351893095768,All-Day Rider
14556,2012-09-03,Fall,2012,September,16,Holiday,Monday,Non-Working Day,Few Clouds,0.74,0.697,0.7,0.2239,165,335,500,33.0,67.0,All-Day Rider
14557,2012-09-03,Fall,2012,September,17,Holiday,Monday,Non-Working Day,Few Clouds,0.74,0.697,0.7,0.1343,181,317,498,36.34538152610442,63.65461847389559,Commuter
14558,2012-09-03,Fall,2012,September,18,Holiday,Monday,Non-Working Day,Few Clouds,0.74,0.697,0.66,0.1642,145,337,482,30.08298755186722,69.91701244813278,Commuter
14559,2012-09-03,Fall,2012,September,19,Holiday,Monday,Non-Working Day,Few Clouds,0.72,0.697,0.74,0.194,73,301,374,19.518716577540108,80.4812834224599,Commuter
14560,2012-09-03,Fall,2012,September,20,Holiday,Monday,Non-Working Day,Few Clouds,0.72,0.6818,0.76,0.1045,78,183,261,29.88505747126437,70.11494252873564,Evening Rider
14561,2012-09-03,Fall,2012,September,21,Holiday,Monday,Non-Working Day,Few Clouds,0.72,0.6818,0.76,0.1045,42,142,184,22.82608695652174,77.17391304347827,Evening Rider
14562,2012-09-03,Fall,2012,September,22,Holiday,Monday,Non-Working Day,Cloudy,0.7,0.6667,0.84,0.1343,17,104,121,14.049586776859504,85.9504132231405,Evening Rider
14563,2012-09-03,Fall,2012,September,23,Holiday,Monday,Non-Working Day,Cloudy,0.7,0.6667,0.84,0.2537,12,58,70,17.142857142857142,82.85714285714286,Night Owl
14564,2012-09-04,Fall,2012,September,0,No Holiday,Tuesday,Working Day,Cloudy,0.7,0.6667,0.84,0.2537,10,19,29,34.48275862068966,65.51724137931035,Night Owl
14565,2012-09-04,Fall,2012,September,1,No Holiday,Tuesday,Working Day,Few Clouds,0.68,0.6364,0.82,0.1343,15,9,24,62.5,37.5,Night Owl
14566,2012-09-04,Fall,2012,September,2,No Holiday,Tuesday,Working Day,Few Clouds,0.68,0.6364,0.82,0.1343,1,4,5,20.0,80.0,Night Owl
14567,2012-09-04,Fall,2012,September,3,No Holiday,Tuesday,Working Day,Cloudy,0.66,0.5909,0.89,0.0896,1,9,10,10.0,90.0,Night Owl
14568,2012-09-04,Fall,2012,September,4,No Holiday,Tuesday,Working Day,Cloudy,0.66,0.5909,0.89,0.0,0,8,8,0.0,100.0,Night Owl
14569,2012-09-04,Fall,2012,September,5,No Holiday,Tuesday,Working Day,Cloudy,0.66,0.5909,0.89,0.0,1,37,38,2.631578947368421,97.36842105263158,All-Day Rider
14570,2012-09-04,Fall,2012,September,6,No Holiday,Tuesday,Working Day,Cloudy,0.68,0.6364,0.89,0.1045,7,165,172,4.069767441860465,95.93023255813954,All-Day Rider
14571,2012-09-04,Fall,2012,September,7,No Holiday,Tuesday,Working Day,Cloudy,0.68,0.6364,0.89,0.1045,13,480,493,2.636916835699797,97.3630831643002,Commuter
14572,2012-09-04,Fall,2012,September,8,No Holiday,Tuesday,Working Day,Few Clouds,0.7,0.6667,0.84,0.1642,15,617,632,2.3734177215189876,97.62658227848101,Commuter
14573,2012-09-04,Fall,2012,September,9,No Holiday,Tuesday,Working Day,Cloudy,0.72,0.697,0.79,0.2239,30,293,323,9.287925696594428,90.71207430340557,Commuter
14574,2012-09-04,Fall,2012,September,10,No Holiday,Tuesday,Working Day,Cloudy,0.72,0.697,0.74,0.2537,42,130,172,24.418604651162788,75.5813953488372,All-Day Rider
14575,2012-09-04,Fall,2012,September,11,No Holiday,Tuesday,Working Day,Cloudy,0.74,0.697,0.7,0.2836,39,159,198,19.696969696969695,80.3030303030303,All-Day Rider
14576,2012-09-04,Fall,2012,September,12,No Holiday,Tuesday,Working Day,Few Clouds,0.76,0.7273,0.7,0.2836,54,233,287,18.81533101045296,81.18466898954703,All-Day Rider
14577,2012-09-04,Fall,2012,September,13,No Holiday,Tuesday,Working Day,Few Clouds,0.8,0.7576,0.55,0.4478,72,203,275,26.181818181818183,73.81818181818181,All-Day Rider
14578,2012-09-04,Fall,2012,September,14,No Holiday,Tuesday,Working Day,Few Clouds,0.8,0.7576,0.55,0.4179,72,202,274,26.277372262773724,73.72262773722628,All-Day Rider
14579,2012-09-04,Fall,2012,September,15,No Holiday,Tuesday,Working Day,Few Clouds,0.8,0.7727,0.59,0.4627,68,224,292,23.28767123287671,76.71232876712328,All-Day Rider
14580,2012-09-04,Fall,2012,September,16,No Holiday,Tuesday,Working Day,Few Clouds,0.76,0.7273,0.7,0.4179,61,397,458,13.318777292576419,86.68122270742357,All-Day Rider
14581,2012-09-04,Fall,2012,September,17,No Holiday,Tuesday,Working Day,Few Clouds,0.76,0.7273,0.7,0.3582,110,746,856,12.850467289719624,87.14953271028037,Commuter
14582,2012-09-04,Fall,2012,September,18,No Holiday,Tuesday,Working Day,Few Clouds,0.76,0.7424,0.75,0.2239,94,745,839,11.203814064362335,88.79618593563767,Commuter
14583,2012-09-04,Fall,2012,September,19,No Holiday,Tuesday,Working Day,Few Clouds,0.76,0.7273,0.7,0.2239,50,502,552,9.057971014492754,90.94202898550725,Commuter
14584,2012-09-04,Fall,2012,September,20,No Holiday,Tuesday,Working Day,Few Clouds,0.74,0.697,0.7,0.2537,47,338,385,12.207792207792208,87.79220779220779,Evening Rider
14585,2012-09-04,Fall,2012,September,21,No Holiday,Tuesday,Working Day,Few Clouds,0.74,0.7121,0.74,0.2537,28,240,268,10.44776119402985,89.55223880597015,Evening Rider
14586,2012-09-04,Fall,2012,September,22,No Holiday,Tuesday,Working Day,Few Clouds,0.74,0.697,0.7,0.2836,25,154,179,13.966480446927374,86.03351955307262,Evening Rider
14587,2012-09-04,Fall,2012,September,23,No Holiday,Tuesday,Working Day,Few Clouds,0.72,0.697,0.74,0.2985,12,83,95,12.631578947368421,87.36842105263159,Night Owl
14588,2012-09-05,Fall,2012,September,0,No Holiday,Wednesday,Working Day,Few Clouds,0.72,0.697,0.74,0.2537,10,27,37,27.027027027027028,72.97297297297297,Night Owl
14589,2012-09-05,Fall,2012,September,1,No Holiday,Wednesday,Working Day,Few Clouds,0.7,0.6667,0.84,0.194,2,11,13,15.384615384615385,84.61538461538461,Night Owl
14590,2012-09-05,Fall,2012,September,2,No Holiday,Wednesday,Working Day,Few Clouds,0.7,0.6667,0.84,0.194,0,9,9,0.0,100.0,Night Owl
14591,2012-09-05,Fall,2012,September,3,No Holiday,Wednesday,Working Day,Few Clouds,0.7,0.6667,0.79,0.2836,0,4,4,0.0,100.0,Night Owl
14592,2012-09-05,Fall,2012,September,4,No Holiday,Wednesday,Working Day,Few Clouds,0.7,0.6667,0.79,0.2836,2,3,5,40.0,60.0,Night Owl
14593,2012-09-05,Fall,2012,September,5,No Holiday,Wednesday,Working Day,Cloudy,0.7,0.6667,0.79,0.2985,1,39,40,2.5,97.5,All-Day Rider
14594,2012-09-05,Fall,2012,September,6,No Holiday,Wednesday,Working Day,Few Clouds,0.7,0.6667,0.79,0.2836,7,203,210,3.3333333333333335,96.66666666666667,All-Day Rider
14595,2012-09-05,Fall,2012,September,7,No Holiday,Wednesday,Working Day,Cloudy,0.7,0.6667,0.79,0.2537,11,489,500,2.1999999999999997,97.8,Commuter
14596,2012-09-05,Fall,2012,September,8,No Holiday,Wednesday,Working Day,Few Clouds,0.72,0.697,0.74,0.194,33,692,725,4.551724137931035,95.44827586206897,Commuter
14597,2012-09-05,Fall,2012,September,9,No Holiday,Wednesday,Working Day,Few Clouds,0.74,0.697,0.7,0.2537,27,263,290,9.310344827586208,90.6896551724138,Commuter
14598,2012-09-05,Fall,2012,September,10,No Holiday,Wednesday,Working Day,Cloudy,0.76,0.7273,0.7,0.1642,54,181,235,22.97872340425532,77.02127659574468,All-Day Rider
14599,2012-09-05,Fall,2012,September,11,No Holiday,Wednesday,Working Day,Cloudy,0.78,0.7424,0.62,0.1642,61,156,217,28.110599078341014,71.88940092165899,All-Day Rider
14600,2012-09-05,Fall,2012,September,12,No Holiday,Wednesday,Working Day,Few Clouds,0.78,0.7727,0.7,0.1045,49,217,266,18.421052631578945,81.57894736842105,All-Day Rider
14601,2012-09-05,Fall,2012,September,13,No Holiday,Wednesday,Working Day,Few Clouds,0.8,0.7879,0.63,0.1642,50,184,234,21.367521367521366,78.63247863247864,All-Day Rider
14602,2012-09-05,Fall,2012,September,14,No Holiday,Wednesday,Working Day,Few Clouds,0.82,0.7879,0.56,0.1045,34,177,211,16.113744075829384,83.88625592417061,All-Day Rider
14603,2012-09-05,Fall,2012,September,15,No Holiday,Wednesday,Working Day,Few Clouds,0.78,0.7727,0.7,0.194,41,204,245,16.73469387755102,83.26530612244898,All-Day Rider
14604,2012-09-05,Fall,2012,September,16,No Holiday,Wednesday,Working Day,Few Clouds,0.76,0.7273,0.7,0.2537,86,344,430,20.0,80.0,All-Day Rider
14605,2012-09-05,Fall,2012,September,17,No Holiday,Wednesday,Working Day,Few Clouds,0.76,0.7273,0.66,0.2537,83,780,863,9.617612977983777,90.38238702201622,Commuter
14606,2012-09-05,Fall,2012,September,18,No Holiday,Wednesday,Working Day,Few Clouds,0.76,0.7424,0.75,0.194,82,757,839,9.773539928486292,90.2264600715137,Commuter
14607,2012-09-05,Fall,2012,September,19,No Holiday,Wednesday,Working Day,Few Clouds,0.74,0.697,0.7,0.1642,64,598,662,9.667673716012084,90.33232628398792,Commuter
14608,2012-09-05,Fall,2012,September,20,No Holiday,Wednesday,Working Day,Few Clouds,0.72,0.7121,0.84,0.1642,55,357,412,13.349514563106796,86.6504854368932,Evening Rider
14609,2012-09-05,Fall,2012,September,21,No Holiday,Wednesday,Working Day,Few Clouds,0.72,0.697,0.79,0.0,18,278,296,6.081081081081082,93.91891891891892,Evening Rider
14610,2012-09-05,Fall,2012,September,22,No Holiday,Wednesday,Working Day,Few Clouds,0.72,0.697,0.79,0.0,38,181,219,17.35159817351598,82.64840182648402,Evening Rider
14611,2012-09-05,Fall,2012,September,23,No Holiday,Wednesday,Working Day,Few Clouds,0.7,0.6667,0.84,0.0896,24,126,150,16.0,84.0,Night Owl
14612,2012-09-06,Fall,2012,September,0,No Holiday,Thursday,Working Day,Cloudy,0.7,0.6667,0.84,0.0896,30,35,65,46.15384615384615,53.84615384615385,Night Owl
14613,2012-09-06,Fall,2012,September,1,No Holiday,Thursday,Working Day,Cloudy,0.7,0.6667,0.84,0.0,2,16,18,11.11111111111111,88.88888888888889,Night Owl
14614,2012-09-06,Fall,2012,September,2,No Holiday,Thursday,Working Day,Few Clouds,0.72,0.697,0.79,0.0,1,7,8,12.5,87.5,Night Owl
14615,2012-09-06,Fall,2012,September,3,No Holiday,Thursday,Working Day,Few Clouds,0.7,0.6667,0.84,0.1045,0,9,9,0.0,100.0,Night Owl
14616,2012-09-06,Fall,2012,September,4,No Holiday,Thursday,Working Day,Cloudy,0.7,0.6667,0.84,0.0896,0,8,8,0.0,100.0,Night Owl
14617,2012-09-06,Fall,2012,September,5,No Holiday,Thursday,Working Day,Cloudy,0.7,0.6667,0.84,0.194,3,35,38,7.894736842105263,92.10526315789474,All-Day Rider
14618,2012-09-06,Fall,2012,September,6,No Holiday,Thursday,Working Day,Cloudy,0.7,0.6667,0.84,0.0896,11,189,200,5.5,94.5,All-Day Rider
14619,2012-09-06,Fall,2012,September,7,No Holiday,Thursday,Working Day,Cloudy,0.7,0.6667,0.84,0.1045,21,461,482,4.356846473029045,95.64315352697096,Commuter
14620,2012-09-06,Fall,2012,September,8,No Holiday,Thursday,Working Day,Rain,0.7,0.6667,0.79,0.0,24,622,646,3.7151702786377707,96.28482972136223,Commuter
14621,2012-09-06,Fall,2012,September,9,No Holiday,Thursday,Working Day,Rain,0.66,0.5909,0.94,0.1343,8,115,123,6.504065040650407,93.4959349593496,Commuter
14622,2012-09-06,Fall,2012,September,10,No Holiday,Thursday,Working Day,Rain,0.66,0.5909,0.94,0.1343,9,40,49,18.367346938775512,81.63265306122449,All-Day Rider
14623,2012-09-06,Fall,2012,September,11,No Holiday,Thursday,Working Day,Rain,0.7,0.6667,0.84,0.1642,10,52,62,16.129032258064516,83.87096774193549,All-Day Rider
14624,2012-09-06,Fall,2012,September,12,No Holiday,Thursday,Working Day,Cloudy,0.72,0.697,0.79,0.2239,11,126,137,8.02919708029197,91.97080291970804,All-Day Rider
14625,2012-09-06,Fall,2012,September,13,No Holiday,Thursday,Working Day,Cloudy,0.72,0.697,0.79,0.1045,39,152,191,20.418848167539267,79.58115183246073,All-Day Rider
14626,2012-09-06,Fall,2012,September,14,No Holiday,Thursday,Working Day,Few Clouds,0.74,0.7121,0.74,0.0896,38,178,216,17.59259259259259,82.4074074074074,All-Day Rider
14627,2012-09-06,Fall,2012,September,15,No Holiday,Thursday,Working Day,Few Clouds,0.74,0.697,0.66,0.194,42,228,270,15.555555555555555,84.44444444444444,All-Day Rider
14628,2012-09-06,Fall,2012,September,16,No Holiday,Thursday,Working Day,Few Clouds,0.74,0.697,0.7,0.2239,42,374,416,10.096153846153847,89.90384615384616,All-Day Rider
14629,2012-09-06,Fall,2012,September,17,No Holiday,Thursday,Working Day,Few Clouds,0.74,0.697,0.7,0.2537,67,741,808,8.292079207920793,91.70792079207921,Commuter
14630,2012-09-06,Fall,2012,September,18,No Holiday,Thursday,Working Day,Few Clouds,0.72,0.6818,0.7,0.2537,74,761,835,8.862275449101796,91.1377245508982,Commuter
14631,2012-09-06,Fall,2012,September,19,No Holiday,Thursday,Working Day,Few Clouds,0.68,0.6364,0.74,0.2537,54,504,558,9.67741935483871,90.32258064516128,Commuter
14632,2012-09-06,Fall,2012,September,20,No Holiday,Thursday,Working Day,Few Clouds,0.66,0.6061,0.78,0.2239,50,356,406,12.31527093596059,87.68472906403942,Evening Rider
14633,2012-09-06,Fall,2012,September,21,No Holiday,Thursday,Working Day,Few Clouds,0.64,0.5758,0.89,0.1642,32,240,272,11.76470588235294,88.23529411764706,Evening Rider
14634,2012-09-06,Fall,2012,September,22,No Holiday,Thursday,Working Day,Few Clouds,0.64,0.5758,0.89,0.1642,24,193,217,11.059907834101383,88.94009216589862,Evening Rider
14635,2012-09-06,Fall,2012,September,23,No Holiday,Thursday,Working Day,Few Clouds,0.64,0.5758,0.89,0.1642,19,150,169,11.242603550295858,88.75739644970415,Night Owl
14636,2012-09-07,Fall,2012,September,0,No Holiday,Friday,Working Day,Few Clouds,0.64,0.5758,0.89,0.1343,17,79,96,17.708333333333336,82.29166666666666,Night Owl
14637,2012-09-07,Fall,2012,September,1,No Holiday,Friday,Working Day,Few Clouds,0.62,0.5606,0.88,0.1045,10,19,29,34.48275862068966,65.51724137931035,Night Owl
14638,2012-09-07,Fall,2012,September,2,No Holiday,Friday,Working Day,Few Clouds,0.62,0.5758,0.83,0.0896,1,10,11,9.090909090909092,90.9090909090909,Night Owl
14639,2012-09-07,Fall,2012,September,3,No Holiday,Friday,Working Day,Few Clouds,0.62,0.5758,0.83,0.0896,0,9,9,0.0,100.0,Night Owl
14640,2012-09-07,Fall,2012,September,4,No Holiday,Friday,Working Day,Few Clouds,0.62,0.5606,0.88,0.0,1,7,8,12.5,87.5,Night Owl
14641,2012-09-07,Fall,2012,September,5,No Holiday,Friday,Working Day,Few Clouds,0.62,0.5606,0.88,0.0,1,39,40,2.5,97.5,All-Day Rider
14642,2012-09-07,Fall,2012,September,6,No Holiday,Friday,Working Day,Few Clouds,0.62,0.5606,0.88,0.1045,5,135,140,3.571428571428571,96.42857142857143,All-Day Rider
14643,2012-09-07,Fall,2012,September,7,No Holiday,Friday,Working Day,Few Clouds,0.64,0.5758,0.89,0.1045,21,465,486,4.320987654320987,95.67901234567901,Commuter
14644,2012-09-07,Fall,2012,September,8,No Holiday,Friday,Working Day,Few Clouds,0.66,0.6061,0.83,0.1045,29,690,719,4.033379694019471,95.96662030598053,Commuter
14645,2012-09-07,Fall,2012,September,9,No Holiday,Friday,Working Day,Few Clouds,0.7,0.6667,0.79,0.1343,33,311,344,9.593023255813954,90.40697674418605,Commuter
14646,2012-09-07,Fall,2012,September,10,No Holiday,Friday,Working Day,Few Clouds,0.72,0.697,0.74,0.1343,53,171,224,23.660714285714285,76.33928571428571,All-Day Rider
14647,2012-09-07,Fall,2012,September,11,No Holiday,Friday,Working Day,Few Clouds,0.76,0.7121,0.62,0.1343,81,215,296,27.364864864864863,72.63513513513513,All-Day Rider
14648,2012-09-07,Fall,2012,September,12,No Holiday,Friday,Working Day,Few Clouds,0.78,0.7424,0.59,0.1642,76,247,323,23.52941176470588,76.47058823529412,All-Day Rider
14649,2012-09-07,Fall,2012,September,13,No Holiday,Friday,Working Day,Few Clouds,0.8,0.7727,0.59,0.2537,71,283,354,20.056497175141246,79.94350282485875,All-Day Rider
14650,2012-09-07,Fall,2012,September,14,No Holiday,Friday,Working Day,Few Clouds,0.8,0.7727,0.59,0.2537,66,187,253,26.08695652173913,73.91304347826086,All-Day Rider
14651,2012-09-07,Fall,2012,September,15,No Holiday,Friday,Working Day,Few Clouds,0.8,0.7576,0.55,0.2537,66,265,331,19.939577039274926,80.06042296072508,All-Day Rider
14652,2012-09-07,Fall,2012,September,16,No Holiday,Friday,Working Day,Few Clouds,0.8,0.7576,0.55,0.2836,75,395,470,15.957446808510639,84.04255319148936,All-Day Rider
14653,2012-09-07,Fall,2012,September,17,No Holiday,Friday,Working Day,Few Clouds,0.78,0.7424,0.59,0.3284,88,684,772,11.398963730569948,88.60103626943005,Commuter
14654,2012-09-07,Fall,2012,September,18,No Holiday,Friday,Working Day,Few Clouds,0.76,0.7121,0.62,0.2985,95,697,792,11.994949494949495,88.0050505050505,Commuter
14655,2012-09-07,Fall,2012,September,19,No Holiday,Friday,Working Day,Few Clouds,0.74,0.6818,0.62,0.2836,70,498,568,12.323943661971832,87.67605633802818,Commuter
14656,2012-09-07,Fall,2012,September,20,No Holiday,Friday,Working Day,Few Clouds,0.72,0.6818,0.66,0.2239,51,340,391,13.043478260869565,86.95652173913044,Evening Rider
14657,2012-09-07,Fall,2012,September,21,No Holiday,Friday,Working Day,Few Clouds,0.7,0.6667,0.74,0.1642,55,246,301,18.272425249169437,81.72757475083057,Evening Rider
14658,2012-09-07,Fall,2012,September,22,No Holiday,Friday,Working Day,Few Clouds,0.7,0.6667,0.74,0.2239,52,247,299,17.391304347826086,82.6086956521739,Evening Rider
14659,2012-09-07,Fall,2012,September,23,No Holiday,Friday,Working Day,Few Clouds,0.66,0.5909,0.89,0.2537,28,220,248,11.29032258064516,88.70967741935483,Night Owl
14660,2012-09-08,Fall,2012,September,0,No Holiday,Saturday,Non-Working Day,Few Clouds,0.66,0.5909,0.89,0.2537,20,130,150,13.333333333333334,86.66666666666667,Night Owl
14661,2012-09-08,Fall,2012,September,1,No Holiday,Saturday,Non-Working Day,Cloudy,0.66,0.5909,0.89,0.2836,10,107,117,8.547008547008547,91.45299145299145,Night Owl
14662,2012-09-08,Fall,2012,September,2,No Holiday,Saturday,Non-Working Day,Few Clouds,0.66,0.5909,0.89,0.3284,9,68,77,11.688311688311687,88.31168831168831,Night Owl
14663,2012-09-08,Fall,2012,September,3,No Holiday,Saturday,Non-Working Day,Cloudy,0.66,0.5909,0.89,0.2239,3,40,43,6.976744186046512,93.02325581395348,Night Owl
14664,2012-09-08,Fall,2012,September,4,No Holiday,Saturday,Non-Working Day,Cloudy,0.66,0.5909,0.94,0.2239,3,8,11,27.27272727272727,72.72727272727273,Night Owl
14665,2012-09-08,Fall,2012,September,5,No Holiday,Saturday,Non-Working Day,Cloudy,0.66,0.5909,0.94,0.2537,2,13,15,13.333333333333334,86.66666666666667,All-Day Rider
14666,2012-09-08,Fall,2012,September,6,No Holiday,Saturday,Non-Working Day,Cloudy,0.66,0.5909,0.89,0.2836,8,26,34,23.52941176470588,76.47058823529412,All-Day Rider
14667,2012-09-08,Fall,2012,September,7,No Holiday,Saturday,Non-Working Day,Few Clouds,0.66,0.5909,0.89,0.2836,11,71,82,13.414634146341465,86.58536585365853,Commuter
14668,2012-09-08,Fall,2012,September,8,No Holiday,Saturday,Non-Working Day,Few Clouds,0.7,0.6667,0.79,0.3284,33,197,230,14.347826086956522,85.65217391304348,Commuter
14669,2012-09-08,Fall,2012,September,9,No Holiday,Saturday,Non-Working Day,Few Clouds,0.7,0.6667,0.74,0.3881,87,261,348,25.0,75.0,Commuter
14670,2012-09-08,Fall,2012,September,10,No Holiday,Saturday,Non-Working Day,Few Clouds,0.74,0.697,0.7,0.3881,100,322,422,23.696682464454977,76.30331753554502,All-Day Rider
14671,2012-09-08,Fall,2012,September,11,No Holiday,Saturday,Non-Working Day,Few Clouds,0.76,0.7121,0.62,0.4478,173,405,578,29.93079584775086,70.06920415224913,All-Day Rider
14672,2012-09-08,Fall,2012,September,12,No Holiday,Saturday,Non-Working Day,Few Clouds,0.8,0.7576,0.55,0.4925,220,474,694,31.70028818443804,68.29971181556196,All-Day Rider
14673,2012-09-08,Fall,2012,September,13,No Holiday,Saturday,Non-Working Day,Few Clouds,0.82,0.7727,0.52,0.5224,233,435,668,34.880239520958085,65.11976047904191,All-Day Rider
14674,2012-09-08,Fall,2012,September,14,No Holiday,Saturday,Non-Working Day,Few Clouds,0.82,0.7727,0.52,0.4478,260,366,626,41.533546325878596,58.46645367412141,All-Day Rider
14675,2012-09-08,Fall,2012,September,15,No Holiday,Saturday,Non-Working Day,Rain,0.56,0.5303,0.88,0.2537,175,337,512,34.1796875,65.8203125,All-Day Rider
14676,2012-09-08,Fall,2012,September,16,No Holiday,Saturday,Non-Working Day,Rain,0.56,0.5303,0.88,0.194,19,95,114,16.666666666666664,83.33333333333334,All-Day Rider
14677,2012-09-08,Fall,2012,September,17,No Holiday,Saturday,Non-Working Day,Rain,0.58,0.5455,0.83,0.194,52,119,171,30.409356725146196,69.5906432748538,Commuter
14678,2012-09-08,Fall,2012,September,18,No Holiday,Saturday,Non-Working Day,Rain,0.58,0.5455,0.83,0.1343,27,140,167,16.16766467065868,83.8323353293413,Commuter
14679,2012-09-08,Fall,2012,September,19,No Holiday,Saturday,Non-Working Day,Rain,0.58,0.5455,0.88,0.1045,28,187,215,13.023255813953488,86.9767441860465,Commuter
14680,2012-09-08,Fall,2012,September,20,No Holiday,Saturday,Non-Working Day,Cloudy,0.58,0.5455,0.88,0.0896,28,166,194,14.432989690721648,85.56701030927834,Evening Rider
14681,2012-09-08,Fall,2012,September,21,No Holiday,Saturday,Non-Working Day,Cloudy,0.6,0.5606,0.83,0.1642,26,155,181,14.3646408839779,85.6353591160221,Evening Rider
14682,2012-09-08,Fall,2012,September,22,No Holiday,Saturday,Non-Working Day,Cloudy,0.58,0.5455,0.78,0.2985,18,176,194,9.278350515463918,90.72164948453609,Evening Rider
14683,2012-09-08,Fall,2012,September,23,No Holiday,Saturday,Non-Working Day,Cloudy,0.58,0.5455,0.73,0.1642,12,121,133,9.022556390977442,90.97744360902256,Night Owl
